dn	ft	fn	ch_id1	ch_id2	ch_id3	ch_id4	ch_id5	ch_id6	ch_id7	ch_id8	ch_id9	cl_lo	cl_hi	lang	key1	key2	key3	key4	ft	filetype	url	
'P' words with pictures 2	game		1EN02.48	1EN02.49								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f69fd3d9a42b5fcc6b885f&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'Q' spoken matching game	game		1EN02.50	1EN02.51								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f6a036d9a42b5fcc6b8862&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'Q' spoken picture matching game	game		1EN02.50	1EN02.51								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f6a06bd9a42b5fcc6b8865&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'Q' spoken concentration game	game		1EN02.50	1EN02.51								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f6a0a4d9a42b5fcc6b8868&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'Q' picture matching game	game		1EN02.50	1EN02.51								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f6a0d3d9a42b5fcc6b886b&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'R' words with pictures	game		1EN02.52	1EN02.53								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f6a16fd9a42b5fcc6b886e&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'R' spoken word game	game		1EN02.52	1EN02.53								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f6a19ed9a42b5fcc6b8871&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'R' words with pictures 2	game		1EN02.52	1EN02.53								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f6a1cad9a42b5fcc6b8874&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'S' spoken matching game	game		1EN02.54	1EN02.55								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f6a20cd9a42b5fcc6b8877&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'S' spoken concentration game	game		1EN02.54	1EN02.55								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f6a23dd9a42b5fcc6b887a&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'S' picture matching game	game		1EN02.54	1EN02.55								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f6a289d9a42b5fcc6b887d&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'S' spoken picture matching game	game		1EN02.54	1EN02.55								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f6a300d9a42b5fcc6b8880&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'T' words with pictures	game		1EN02.56	1EN02.57								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f7ec55a0a03a52d55cca1e&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'T' words with pictures 2	game		1EN02.56	1EN02.57								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f92f5390e95c753b11d2d3&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'U' spoken picture matching game	game		1EN02.59	1EN02.60								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9301190e95c753b11d2d8&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'U' picture matching game	game		1EN02.59	1EN02.60								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9305990e95c753b11d2db&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'U' spoken concentration game	game		1EN02.59	1EN02.60								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9309990e95c753b11d2de&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'U' long and short sorting game	game		1EN02.59	1EN02.60								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f930dc90e95c753b11d2e1&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'V' words with pictures	game		1EN02.61	1EN02.62								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9313290e95c753b11d2e4&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'V' spoken word game	game		1EN02.61	1EN02.62								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9318090e95c753b11d2e7&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'V' words with pictures 2	game		1EN02.61	1EN02.62								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f931c090e95c753b11d2ea&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'W' spoken matching game	game		1EN02.63	1EN02.64								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9320190e95c753b11d2ed&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'W' picture matching game	game		1EN02.63	1EN02.64								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9324290e95c753b11d2f0&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'W' picture concentration game	game		1EN02.63	1EN02.64								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9327490e95c753b11d2f3&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'X' words with pictures	game		1EN02.65	1EN02.66								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f932f990e95c753b11d2f9&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'X' spoken word game	game		1EN02.65	1EN02.66								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9332f90e95c753b11d2fc&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'X' words with pictures 2	game		1EN02.65	1EN02.66								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9335990e95c753b11d2ff&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'Y' spoken matching game	game		1EN02.67	1EN02.68								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9339e90e95c753b11d302&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'Y' spoken concentration game	game		1EN02.67	1EN02.68								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f933e090e95c753b11d305&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'Y' picture matching game	game		1EN02.67	1EN02.68								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9340e90e95c753b11d308&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'Z' words with pictures	game		1EN02.69	1EN02.70								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9344290e95c753b11d30b&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'Z' words with pictures 2	game		1EN02.69	1EN02.70								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f934b790e95c753b11d311&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'C' spoken picture concentration game	game		1EN02.19	1EN02.20								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9446a90e95c753b11d314&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'D' spoken picture concentration game	game		1EN02.21	1EN02.22								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f944cc90e95c753b11d317&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'F' spoken picture concentration game	game		1EN02.26	1EN02.27								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9450b90e95c753b11d31a&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'J' spoken picture concentration game	game		1EN02.34	1EN02.35								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9460490e95c753b11d323&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'K' spoken picture concentration game 	game		1EN02.37	1EN02.38								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9463690e95c753b11d326&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'L' spoken picture concentration game	game		1EN02.39	1EN02.40								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9467190e95c753b11d329&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'N' spoken picture concentration game	game		1EN02.43	1EN02.44								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f946b890e95c753b11d32c&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'O' spoken picture concentration game	game		1EN02.45	1EN02.46								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f946f290e95c753b11d32f&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'P' spoken picture concentration game	game		1EN02.48	1EN02.49								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9472990e95c753b11d332&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'T' spoken picture concentration game	game		1EN02.56	1EN02.57								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9476790e95c753b11d335&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'V' spoken picture concentration game	game		1EN02.61	1EN02.62								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f947b090e95c753b11d338&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'X' spoken picture concentration game	game		1EN02.65	1EN02.66								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9481490e95c753b11d33b&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'Y' spoken picture concentration game	game		1EN02.67	1EN02.68								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9484e90e95c753b11d33e&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'Z' spoken picture concentration game	game		1EN02.69	1EN02.70								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=62f9488090e95c753b11d341&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'G' spoken concentration game	game		1EN02.28	1EN02.29								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=63422910443a898e4b825f67&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'G' spoken picture game	game		1EN02.28	1EN02.29								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=63422a86443a898e4b825f6d&class=undefined&subject=undefined&ch_id=null&type=undefined	 
'G' spoken picture concentration game	game		1EN02.28	1EN02.29								1	2	en	Language	English	Speech	Sounds	Other	game	https://looma.website/game?id=63422b2a443a898e4b825f6f&class=undefined&subject=undefined&ch_id=null&type=undefined	 
Area Builder	html		5M12											en	Mathematics	Measurement	Area			html	https://looma.website/html?fp=..%2Fcontent%2FPhET%2F&fn=area_builder.html	 
Build a Fraction	html		5M05									2	6	en						html	https://looma.website/html?fp=..%2Fcontent%2FPhET%2F&fn=build_a_fraction.html	 
Fractions Intro	html		5M05									2	6	en						html	https://looma.website/html?fp=..%2Fcontent%2FPhET%2F&fn=fractions_intro.html	 
Fractions Mixed	html		5M05									2	6	en						html	https://looma.website/html?fp=..%2Fcontent%2FPhET%2F&fn=fractions_mixed_numbers.html	 
Fractions Mixed	html		5M05									5	7	en					Other	html	https://looma.website/html?fp=..%2Fcontent%2FPhET%2F&fn=fractions_mixed_numbers.html	 
Number Play	html		1M04	2M03.01	1M09	1M13				                                                                        				en	Mathematics	Numbers 	Digits		Other	html	https://looma.website/html?fp=..%2Fcontent%2FPhET%2F&fn=number_play.html	 
States of Matter: Basics	html		5S06									5	10	en						html	https://looma.website/html?fp=..%2Fcontent%2FPhET%2F&fn=states_of_matter_basics.html	 
Actor	html		5H13									5	10	en						html	https://looma.website/html?fp=..%2Fcontent%2FW4S2013%2Fwp%2Fa%2F&fn=Actor.htm	 
Charles Babbage	html		5S02									5	10	en						html	https://looma.website/html?fp=..%2Fcontent%2FW4S2013%2Fwp%2Fc%2F&fn=Charles_Babbage.htm	 
Christmas	html		2EN06.01											en	Social Studies 	Community	Everyday Life	Celebrations	Other	html	https://looma.website/html?fp=..%2Fcontent%2FW4S2013%2Fwp%2Fc%2F&fn=Christmas.htm	 
Diwali	html		2EN06.01									2	10	en	Social Studies 	Community	Everyday Life	Celebrations	Other	html	https://looma.website/html?fp=..%2Fcontent%2FW4S2013%2Fwp%2Fd%2F&fn=Diwali.htm	 
Hanukkah	html		2EN06.01											en	Social Studies 	Community	Everyday Life	Celebrations	Other	html	https://looma.website/html?fp=..%2Fcontent%2FW4S2013%2Fwp%2Fh%2F&fn=Hanukkah.htm	 
Red-spotted fish	image		5S04									4	10	both						image	https://looma.website/image?fn=alan-emery-121150.jpg&fp=..%2Fcontent%2Fpictures%2FAnimals%20and%20Geography%2FSea%20creatures%2F	 
Anuradha Koirala	image		5N05	5SS02.04										both					image	image	https://looma.website/image?fn=Anuradha_Koirala.jpg&fp=..%2Fcontent%2Fpictures%2F	 
bakery	image		4H03									3	8	both	Social Studies	Community	Everyday Life	Food		image	https://looma.website/image?fn=bakery.jpg&fp=..%2Fcontent%2Fdictionary%20images%2F	 
Balanced Meal	image		5H03									4	8	en						image	https://looma.website/image?fn=Balanced_Meal.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Balancing Scale	image		5S01	4M11								4	10	both						image	https://looma.website/image?fn=Balancing%20Scale.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Balkrishna Sama	image		5N05											both					image	image	https://looma.website/image?fn=Balkrishna_Sama.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Bhimsen Thapa	image		5SS02.08											both					image	image	https://looma.website/image?fn=Bhimsen_Thapa_sitting.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Book Clubs	image		5S02	4SS03.03										both						image	https://looma.website/image?fn=Book_Clubs.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Bullfrog	image		5S04									4	6	both						image	https://looma.website/image?fn=Bullfrog.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Bunsen Burner	image		5S01											both						image	https://looma.website/image?fn=bunsen_burner_3112358_1280.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Burning Match	image		5S07									1	10	both						image	https://looma.website/image?fn=Burning_Match.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Charcoal	image		5S03											both						image	https://looma.website/image?fn=Charcoal.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Chinese New Year	image		2EN06.01									1	10	both	Social Studies 	Community	Everyday Life	Celebrations	image	image	https://looma.website/image?fn=Chinese_New_Year.jpg&fp=..%2Fcontent%2Fpictures%2F	 
City Road	image		2EN04.03									2	8	both	Social Studies	Transportation	Road		image	image	https://looma.website/image?fn=Cityroad2.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Cleaning street	image		5SS01.02	5SS02.05	5SS03.01	5SS01.03								both					image	image	https://looma.website/image?fn=Cleaning_street.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Color Wheel	image		4H10	5H10								3	9	en						image	https://looma.website/image?fn=Color-Theory-Graphics-WHEEL34.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Computers	image		5S02									4	10	both						image	https://looma.website/image?fn=Computers.jpg&fp=..%2Fcontent%2Fpictures%2FTechnology%2F	 
Construction site	image		5SS01.01											both					image	image	https://looma.website/image?fn=Construction_site.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Festive and Fragrant Food	image		4H03									4	8	both	Social Studies	Community	Everyday Life	Food		image	https://looma.website/image?fn=cookin.JPG&fp=..%2Fcontent%2Fpictures%2FNepal%20Scenes%2F	 
People Playing Cricket	image		5SS02.06											both					image	image	https://looma.website/image?fn=Craig_Hughes_Cricket.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Diwali	image		2EN06.01											both	Social Studies 	Community	Everyday Life	Celebrations	image	image	https://looma.website/image?fn=Diwali.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Diwali ping swing	image		2EN06.01									2	10	both					image	image	https://looma.website/image?fn=Diwali%20ping%20swing.jpg&fp=..%2Fcontent%2Fpictures%2FNepalese%20People%2F	 
Earth	image		5S08											both						image	https://looma.website/image?fn=Earth.png&fp=..%2Fcontent%2Fastronomy%2FSolar%20System%2F	 
Effects Of Sleep Deprivation	image		5H01									5	8	en						image	https://looma.website/image?fn=Effects_Of_Sleep_Deprivation.jpg&fp=..%2Fcontent%2Fpictures%2F	 
First Aid Kit	image		4H05	5H05										both	Science	Medicine	Specialties	First Aid		image	https://looma.website/image?fn=First_Aid_Kit.jpg&fp=../content/pictures/	 
Fishing	image		5SS06.02											both					image	image	https://looma.website/image?fn=fishermen-2983615_1280.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Food Security	image		4H03									3	8	both	Social Studies	Community	Everyday Life	Food		image	https://looma.website/image?fn=food%20security.jpg&fp=..%2Fcontent%2Fdictionary%20images%2F	 
football	image		4H08									4	6	both	Social Studies	Community	Sports	Football		image	https://looma.website/image?fn=football.jpg&fp=..%2Fcontent%2Fdictionary%20images%2F	 
Duck Goose Guineafowl Chicken Eggs	image		4H03									4	10	both						image	https://looma.website/image?fn=Four_Eggs.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Friendly Neighbors	image		2EN04.03									2	8	both		Community	Everyday Life	Other Everyday Life	image	image	https://looma.website/image?fn=friendly_neighbors.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Friends 1	image		2EN04.03									2	8	both	Social Studies	Community	Everyday Life	Other Everyday Life	image	image	https://looma.website/image?fn=Friends_1.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Friends 2	image		2EN04.03									2	8	both	Social Studies	Community	Everyday Life	Other Everyday Life	image	image	https://looma.website/image?fn=Friends_2.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Ghee	image		4H03									3	8	both						image	https://looma.website/image?fn=Ghee.png&fp=..%2Fcontent%2Fpictures%2F	 
Girls Playing Soccer	image		5SS02.06									5	9	both					image	image	https://looma.website/image?fn=Girls_Playing_Soccer.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Milk	image		4H03									3	8	both						image	https://looma.website/image?fn=Glass_Of_Milk.png&fp=..%2Fcontent%2Fpictures%2F	 
glass	image		5S07									1	10	both	Science	Physics	Materials	Other Materials		image	https://looma.website/image?fn=glass.jpg&fp=..%2Fcontent%2Fdictionary%20images%2F	 
"Goats, Mountains, Clouds"	image		5SS06.02											both					image	image	https://looma.website/image?fn=Goats%2C%20Mountains%2C%20Clouds_9172530058_l.jpg&fp=..%2Fcontent%2Fpictures%2FPictures%20of%20Nepal%2F	 
Guitar	image		5S07									3	10	both						image	https://looma.website/image?fn=Guitar.jpg&fp=..%2Fcontent%2Fpictures%2FInstruments%2F	 
Hamlet on hill	image		2EN04.03									2	8	both	Social Studies	Community	Everyday Life	Other Everyday Life	image	image	https://looma.website/image?fn=Hamlet_on_hill.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Unity	image		5SS04.01											both					image	image	https://looma.website/image?fn=hands-2847508_640.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Hanukkah	image		2EN06.01									1	10	en	Social Studies 	Community	Everyday Life	Celebrations	image	image	https://looma.website/image?fn=Hanukkah.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Haystack	image		2EN04.03									2	8	both	Social Studies	Economy	Agriculture	Farming	image	image	https://looma.website/image?fn=Haystack.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Helping differently abled 2	image		5SS04.01	5SS02.07										both					image	image	https://looma.website/image?fn=Helping_differently_abled_2.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Helping differently abled 	image		5SS04.01	5SS02.05	5SS02.07									both					image	image	https://looma.website/image?fn=Helping_differently_abled.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Helping elders	image		5SS04.01	5SS02.05	5SS02.07									both					image	image	https://looma.website/image?fn=Helping_elders.jpg&fp=..%2Fcontent%2Fpictures%2F	 
hen	image		5SS01.04	5SS06.02										both					image	image	https://looma.website/image?fn=hen.jpg&fp=..%2Fcontent%2Fdictionary%20images%2F	 
How Diseases Spread	image		5H04									3	6	en						image	https://looma.website/image?fn=How_Diseases_Spread.jpg&fp=..%2Fcontent%2Fpictures%2F	 
internet	image		5N02											both					image	image	https://looma.website/image?fn=internet.jpg&fp=..%2Fcontent%2Fdictionary%20images%2F	 
Jupiter	image		5S08									4	10	both						image	https://looma.website/image?fn=Jupiter.png&fp=..%2Fcontent%2Fastronomy%2FSolar%20System%2F	 
Kaaba Pilgrims	image		2EN06.01									1	10	both	Social Studies 	Community	Everyday Life	Celebrations	image	image	https://looma.website/image?fn=Kaaba_Pilgrims.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Keep Calm And Clean Up	image		4EN09									3	7	en						image	https://looma.website/image?fn=Keep_Calm_And_Clean_Up.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Nepal Countryside Koshidekha	image		2EN04.03									2	8	both	Social Studies	Community	Everyday Life	Other Everyday Life	image	image	https://looma.website/image?fn=Khosidekha.JPG&fp=..%2Fcontent%2Fpictures%2FNepal%20Scenes%2F	 
King Prithvi Narayan Shah	image		5SS02.08	5N06								4	9	both					image	image	https://looma.website/image?fn=King%20Prithvi%20Narayan%20Shah.jpg&fp=..%2Fcontent%2Fhistory%2FNepalese%20Kings%2F	 
Koshidekha Lane	image		2EN04.03									2	8	both	Social Studies	Community	Everyday Life	Other Everyday Life	image	image	https://looma.website/image?fn=Koshidekha%20lane.JPG&fp=..%2Fcontent%2Fpictures%2FNepal%20Scenes%2F	 
Pomegranates and Citruses	image		4H03									3	8	both						image	https://looma.website/image?fn=luke-michael-27050.jpg&fp=..%2Fcontent%2Fpictures%2FFruits%20and%20Vegetables%2F	 
Lung Cancer Cells	image		4H04											both						image	https://looma.website/image?fn=Lung_Cancer_Cells.jpg&fp=../content/pictures/	 
Mahakavi Laxmi Prasad Devkota	image		5N05											both					image	image	https://looma.website/image?fn=Mahakavi_Laxmi_Prasad_Devkota.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Mars	image		5S08									4	10	both						image	https://looma.website/image?fn=Mars.png&fp=..%2Fcontent%2Fastronomy%2FSolar%20System%2F	 
Measurement Instruments 	image		5S01									4	7	both						image	https://looma.website/image?fn=Measurement_Instruments.png&fp=..%2Fcontent%2Fpictures%2F	 
Mercury 	image		5S08									4	10	both						image	https://looma.website/image?fn=Mercury.png&fp=..%2Fcontent%2Fastronomy%2FSolar%20System%2F	 
Microscope	image		5S01											both						image	https://looma.website/image?fn=Microscope.png&fp=..%2Fcontent%2Fpictures%2F	 
My Village 1	image		2EN04.03									2	8	both	Social Studies	Community	Everyday Life	Dwellings	image	image	https://looma.website/image?fn=My_Village_1.jpg&fp=..%2Fcontent%2Fpictures%2F	 
My Village 2	image		2EN04.03									2	8	both	Social Studies	Community	Other Community		image	image	https://looma.website/image?fn=My_Village_2.jpg&fp=..%2Fcontent%2Fpictures%2F	 
My Village 3	image		2EN04.03									2	8	both	Social Studies	Community	Everyday Life	Dwellings	image	image	https://looma.website/image?fn=My_Village_3.jpg&fp=..%2Fcontent%2Fpictures%2F	 
My Village 4	image		2EN04.03									2	8	both	Social Studies	Community	Everyday Life	Dwellings	image	image	https://looma.website/image?fn=My_Village_4.jpg&fp=..%2Fcontent%2Fpictures%2F	 
My Village 5	image		2EN04.03									2	8	both	Social Studies	Community	Other Community		image	image	https://looma.website/image?fn=My_Village_5.jpg&fp=..%2Fcontent%2Fpictures%2F	 
My Village 6	image		2EN04.03									2	8	both	Social Studies	Community	Everyday Life	Dwellings	image	image	https://looma.website/image?fn=My_Village_6.jpg&fp=..%2Fcontent%2Fpictures%2F	 
My Village 7	image		2EN04.03									2	8	both	Social Studies	Community	Everyday Life	Dwellings	image	image	https://looma.website/image?fn=My_Village_7.jpg&fp=..%2Fcontent%2Fpictures%2F	 
My Village 8	image		2EN04.03									2	8	both	Social Studies	Community	Other Community		image	image	https://looma.website/image?fn=My_Village_8.jpg&fp=..%2Fcontent%2Fpictures%2F	 
My Village 9	image		2EN04.03									2	8	both	Social Studies	Community	Everyday Life	Dwellings	image	image	https://looma.website/image?fn=My_Village_9.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Neptune	image		5S08									4	10	both						image	https://looma.website/image?fn=Neptune.png&fp=..%2Fcontent%2Fastronomy%2FSolar%20System%2F	 
No Drugs	image		5SS04.02									5	8	both	Social Studies	Issues	Other Issues	Addiction	image	image	https://looma.website/image?fn=No_Drugs.png&fp=..%2Fcontent%2Fpictures%2F	 
No phone	image		4EN09											en						image	https://looma.website/image?fn=No_phone.jpg&fp=..%2Fcontent%2Fpictures%2F	 
No smoking	image		4EN09											en						image	https://looma.website/image?fn=No_smoking.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Old Nepal 00003	image		5SS06.02	5SS01.03										both					image	image	https://looma.website/image?fn=Old%20Nepal%2000003.JPG&fp=..%2Fcontent%2FNepalese%20Traditions%2F	 
Old Nepal 00155	image		5SS05.03	5SS05.02								3	8	both	Social Studies	Community	Social Organization	Infrastructure	image	image	https://looma.website/image?fn=Old%20Nepal%2000155.jpg&fp=..%2Fcontent%2FNepalese%20Traditions%2F	 
Old Nepal 00161	image		5SS06.02											both					image	image	https://looma.website/image?fn=Old%20Nepal%2000161.jpg&fp=..%2Fcontent%2FNepalese%20Traditions%2F	 
Old Nepal 00177	image		5SS02.07									4	8	both	Social Studies	Community	Everyday Life	Other Everyday Life	image	image	https://looma.website/image?fn=Old%20Nepal%2000177.jpg&fp=..%2Fcontent%2FNepalese%20Traditions%2F	 
Old Nepal 00258	image		5SS01.01	5SS01.03										both					image	image	https://looma.website/image?fn=Old%20Nepal%2000258.jpg&fp=..%2Fcontent%2FNepalese%20Traditions%2F	 
Over and under	image		4EN07									4	5	en						image	https://looma.website/image?fn=over_and_under.png&fp=..%2Fcontent%2Fpictures%2F	 
Parma In Nepal	image		5SS03.02	5SS01.01	5SS01.03							5	9	both					image	image	https://looma.website/image?fn=Parma_In_Nepal.png&fp=..%2Fcontent%2Fpictures%2F	 
Pasang Lhamu Sherpa	image		5SS02.08	5N05										both					image	image	https://looma.website/image?fn=Pasang_Lhamu_Sherpa.jpg&fp=..%2Fcontent%2Fpictures%2F	 
Patan Durbar Marg	image		5SS01.02											both					image	image	https://looma.website/image?fn=Patan%20Durbar%201.jpg&fp=..%2Fcontent%2Fpictures%2FNepalese%20People%2F	 
Patan statue and turtle	image		5SS05.02									3	8	both	Social Studies	Community	Everyday Life	Religious Sites	image	image	https://looma.website/image?fn=Patan%20statue%20and%20turtle.jpg&fp=..%2Fcontent%2Fpictures%2FNepalese%20People%2F	 
pen	image		5S07									2	8	both	Social Studies	Community	Everyday Life	Possessions		image	https://looma.website/image?fn=pen.jpg&fp=..%2Fcontent%2Fdictionary%20images%2F	 
Phases of the Moon	image		5S08									4	10	both						image	https://looma.website/image?fn=Phases_Of_The_Moon.jpg&fp=..%2Fcontent%2Fpictures%2F	 
phone	image		5S02									4	10	both	Science	Technology	Electrical	Electronics		image	https://looma.website/image?fn=phone.jpg&fp=..%2Fcontent%2Fdictionary%20images%2F	 
Plant trees	image		5SS01.01	5SS01.02	5SS02.07	5SS03.01								both					image	image	https://looma.website/image?fn=Plant_trees.jpg&fp=..%2Fcontent%2Fpictures%2F	 
radio	image		5S02									4	10	both	Science	Technology	Electrical	Electronics		image	https://looma.website/image?fn=radio.jpg&fp=..%2Fcontent%2Fdictionary%20images%2F	 
Rainbow	image		5S07									1	10	both	Science	Earth	Climate	Weather		image	https://looma.website/image?fn=rainbow.jpg&fp=..%2Fcontent%2Fdictionary%20images%2F	 
