_id	npn	nlen	ft	dn	ndn	key1	key2	key3	key4
10SS06.03	117	2	chapter	Tropical Regional Life	उष्ण प्रादेशिक जनजीवन	Social Studies	Geography	Landforms	
10SS06.04	119	2	chapter	Temperate Regions	समशीतोष्ण प्रदेश	Social Studies	Geography	Landforms	
10SS06.05	121	2	chapter	Temperate Regional Life	समशीतोष्ण प्रादेशिक जनजीवन	Social Studies	Geography	Landforms	
10SS06.06	123	2	chapter	Cold Territory	शीत प्रदेश	Social Studies	Geography	Other Geography	
10SS06.07	125	2	chapter	Activities in Cold Regions	शीत प्रदेशका गतिविधिहरू	Social Studies	Community	Everyday Life	Other Everyday Life
10SS06.08	127	2	chapter	Flora and Fauna in the World	विश्‍वमा वनस्पति र जीवजन्तुहरू	Social Studies	Geography	Other Geography	
10SS06.09	129	2	chapter	Climate and Terrestrial Diversity:  Impact on People's Lives in the World	हावापानी र धरातलीय विविधताबाट विश्‍वको जन जीवनमा पर्ने प्रभाव	Social Studies	Geography	Landforms	
10SS06.10	131	3	chapter	North America	उत्तर अमेरिका	Social Studies	Geography	North America	
10SS06.11	134	2	chapter	Social and Economic Activity of North America	उत्तर अमेरिकाको सामाजिक र आर्थिक क्रियाकलाप	Social Studies	Geography	North America	
10SS06.12	136	2	chapter	South America	दक्षिण अमेरिका	Social Studies	Geography	South America	
10SS06.13	138	2	chapter	Social and Economic Activity of the Continental South America	दक्षिण अमेरिका महादेशको सामाजिक तथा आर्थिक क्रियाकलाप	Social Studies	Geography	South America	
10SS06.14	140	2	chapter	Africa	अफ्रिका	Social Studies	Geography	Africa	
10SS06.15	142	2	chapter	Social and Economic Activity of the Continent of Africa	अफ्रिका महादेशको सामाजिक र आर्थिक क्रियाकलाप	Social Studies	Geography	Africa	
10SS06.16	144	2	chapter	North America, South America and Africa and Nepal	उत्तर अमेरिका, दक्षिण अमेरिका तथा अफ्रिका र नेपाल	Social Studies	History	Nepal	International Relations
10SS06.17	146	3	chapter	Natural Disasters: Earthquakes and Tsunamis	प्राकृतिक प्रकोप : भूकम्प र सूनामी	Social Studies	Geography	Landforms	
10SS06.18	149	3	chapter	Various Ways of Drawing and Applying Practical Map Techniques	नक्सा उतार्ने विभिन्‍न तरिका र आधुनिक व्यावहारिक नक्सा प्रविधिहरू	Social Studies	Geography	Maps	
10SS06.19	152	2	chapter	Map Work	नक्सा काय	Social Studies	Geography	Maps	
10SS07.00	154	1	section	Our Past	हाम्रो विगत	Social Studies			
10SS07.01	154	4	chapter	The Twentieth Year Revolution and the Delhi Treaty	२००७ सालको क्रान्ति र दिल्ली सम्भौता	Social Studies	History	Other Countries	
10SS07.02	158	3	chapter	A Decade of Political Bigotry	प्रजातान्त्रिक राजनीतिको एक दशक (२००७-२०१७)	Social Studies	History	Nepal	Events
10SS07.03	161	3	chapter	The Abduction of Democracy and the Ban on Political Parties	प्रजातन्‍‌त्र को अपहरण र राजनीतिक दलहरूमाथि प्रतिबन्ध	Social Studies	History	Nepal	Conflicts
10SS07.04	164	3	chapter	PoliticL Events from ?? until Now	वि.सं. २०१७ देखि वि.सं. २०४६ सम्मका राजनीतिक घटनाहरू	Social Studies	History	Nepal	Events
10SS07.05	167	3	chapter	The Rise and End of the Panchayat System	पञ्‍चायती व्यवस्थाको उदय र अन्त्यका कारणहरू	Social Studies	History	Nepal	History
10SS07.06	170	3	chapter	Vs. The Political Situation from ?? to ??	वि.सं. २०४६ देखि २०६२ सम्मको राजनीतिक घटना क्रम	Social Studies	History	Nepal	Politics
10SS07.07	173	5	chapter	Vs. From ??  to the Present Political Order	वि.सं. २०६२/०६३ देखि हालसम्मका राजनीतिक घटना क्रम	Social Studies	History	Nepal	Politics
10SS07.08	178	2	chapter	The economic and social impact of the Second People's Movement	दोस्रो जन आन्दोलनपछि परेको आर्थिक तथा सामाजिक प्रभाव	Social Studies	History	Nepal	Conflicts
10SS07.09	180	5	chapter	The Origins of World War I	प्रथम विश्‍वयुद्धका कारणहरू	Social Studies	History	Wars	WWI
10SS07.10	185	3	chapter	The Results from World War I	प्रथम विश्‍वयुद्धका परिणामहरू	Social Studies	History	Wars	WWI
10SS07.11	188	4	chapter	The Origins of World War II	दोस्रो विश्‍वयुद्ध र यसका कारणहरू	Social Studies	History	Wars	WWII
10SS07.12	192	3	chapter	World War II Results and Nepal's Role	द्वितीय विश्‍वयुद्धका परिणामहरू र नेपालको भूमिका	Social Studies	History	Wars	WWII
10SS07.13	195	3	chapter	Discovery, Identification, and Preservation of Historic Sites and Monuments	ऐतिहासिक स्थल एवम्‌ स्मारकहरूको खोजी, पहिचान, संरक्षण र संवर्धन	Social Studies	History	Archaeology	Other Archaeology
10SS08.00	198	1	section	Economic Activity	आर्थिक क्रियाकलाप	Social Studies			
10SS08.01	198	4	chapter	Current Plan	चालु योजना	Social Studies	Economy	Other Economy	Sustainable Development
10SS08.02	202	4	chapter	Potential and Importance of Tourism	पर्यटन उद्योग, महत्त्व र सम्भावना	Social Studies	Economy	Tourism	
10SS08.03	206	3	chapter	Water is an Important Source of Energy	ऊर्जाको महत्त्वपुर्ण स्रोत जलस्रोत	Social Studies	Economy	Other Economy	Sustainable Development
10SS08.04	209	3	chapter	Foreign Employment in Nepal	नेपालमा वैदशिक रोजगारी	Social Studies	Economy	Occupations	Service
10SS08.05	212	3	chapter	The Cooperative and its Economic Importance	सहकारी र यसको आर्थिक महत्त्व	Social Studies	Economy	Finance	Interest
10SS08.06	215	4	chapter	Financial Education	वित्तीय शिक्षा	Social Studies	Community	Education	Other Education
10SS08.07	219	3	chapter	Financial Instruments	वित्तीय उपकरणहरू	Social Studies	Economy	Finance	Interest
10SS08.08	222	3	chapter	Insurance	बिमा	Social Studies	Economy	Occupations	Service
10SS08.09	225	3	chapter	Revenue and Tax Liability	राजस्व र कर असुली	Social Studies	Economy	Other Economy	Local Products
10SS08.10	228	3	chapter	Consumer Rights	उपभोक्ता अधिकार	Social Studies	Economy	Business	Economics
10SS09.00	231	0	section	Our International Relations and Support	हाम्रो अन्तर्राष्‍ट्रिय सम्बन्ध र सहयोग	Social Studies			
10SS09.01	231	4	chapter	The United Nations and its Agencies	संयुक्त राष्‍ट्र सङ्‌घ र अङ्‌गहरू	Social Studies	History	Nepal	International Relations
10SS09.02	235	4	chapter	Specialized Institutions of the United Nations	संयुक्त राष्‍ट्र सङ्‌घका विशिष्‍टीकृत संस्थाहरू	Social Studies	History	Nepal	International Relations
10SS09.03	239	2	chapter	Nepal's Role in the United Nations	संयुक्त राष्‍ट्र सङ्‌घमा नेपालको भूमिका	Social Studies	History	Nepal	International Relations
10SS09.04	241	3	chapter	The Activities of the United Nations in Nepal	नेपालमा संयुक्त राष्‍ट्र सङ्‌घका गतिविधिहरू	Social Studies	History	Nepal	International Relations
10SS09.05	244	3	chapter	Modernization and its Effects	समसामयिक घटना र तिनको प्रभाव	Social Studies	History	Nepal	Events
10SS09.06	247	3	chapter	Universal Tax and Local tax	विश्‍वव्यापीकरण र स्थानीयकरण	Social Studies	Economy	Other Economy	Local Products
11SS01.00	5	0	section	The concept of social and life-sustaining education	सामाजिक तथा जीवनोपयोगी शिक्षाको अवधारणा	Social Studies	Community	Education	Other Education
11SS01.01	5	5	chapter	Social studies and lifelong learning	सामाजिक अध्ययन तथा जीवनोपयोगी शिक्षा	Social Studies	Other Social Studies		
11SS01.02	10	3	chapter	The interrelationship of social studies, social studies and social sciences	सामाजिक अध्ययन, सामाजिक शिक्षा र सामाजिक विज्ञानको अन्तरसम्बन्ध	Social Studies	Other Social Studies		
11SS01.03	13	2	chapter	The concept of social studies skills and life skills	सामाजिक अध्ययनका सिप र जीवनोपयोगी सिपको अवधारणा	Social Studies	Other Social Studies		
11SS02.00	15	0	section	Digital skills and general research skills as vital skills	जीवनोपयोगी सिपका रूपमा डिजिटल सिपहरू तथा सामान्य अनुसन्धान सिपहरू	Social Studies	Community	Education	Other Education
11SS02.01	15	5	chapter	Digital literacy	डिजिटल साक्षरता	Social Studies	Community	Education	Other Education
11SS02.02	20	5	chapter	Use of communication applications	सञ्‍चार एप्लिकेसनहरूको प्रयोग	Social Studies	Community	Everyday Life	Communication
11SS02.03	25	3	chapter	Online payment	अनलाइन भुक्तानी	Social Studies	Economy	Occupations	Service
11SS02.04	28	2	chapter	Search and use information and study materials from the Internet	इन्टरनेटबाट सूचना तथा अध्ययन सामग्रीको खोजी र प्रयोग	Social Studies	Community	Education	Other Education
11SS02.05	30	4	chapter	Responsive use of internet and social media	इन्टरनेट र सामाजिक सञ्‍जालको उत्तरदायी प्रयोग	Social Studies	Community	Education	Other Education
11SS03.00	34	0	section	Vital sip	जीवनोपयोगी सिप	Social Studies	Community	Education	Other Education
11SS03.01	34	5	chapter	Decision making process	निर्णय प्रक्रिया	Social Studies	Community	People	
11SS03.02	39	4	chapter	Problem solving	समस्या समाधान	Social Studies	Community	Everyday Life	Communication
11SS03.03	43	5	chapter	Communication	सञ्‍चार	Social Studies	Community	Everyday Life	Communication
11SS03.04	48	4	chapter	Stress management	तनाव व्यवस्थापन	Social Studies	Community	Psychology	Self
11SS03.05	52	7	chapter	Interpersonal skills	अन्तरवैयक्तिक सिपहरू	Social Studies	Community	Education	Testing
11SS04.00	59	0	section	Emergence and development of human and society	मानव तथा समाजको उद्‌भव र विकास	Social Studies	Community	Education	Humanities
11SS04.01	59	3	chapter	The biological origin and evolution of human beings	मानवको जैविकीय उत्पत्ति र विकासक्रम	Social Studies	Community	Education	Humanities
11SS04.02	62	5	chapter	In the evolution of human society	मानव समाजको विकासक्रम	Social Studies	Community	Education	Humanities
11SS04.03	67	3	chapter	The beginning and development of the agricultural age	कृषि युगको सुरुआत र विकास	Social Studies	Economy	Agriculture	
11SS04.04	70	3	chapter	The capitalist era and the industrial world	पुँजीवादी युग र औद्योगिक विश्‍व	Social Studies	Economy	Business	Market
11SS04.05	73	6	chapter	Current world environment and social behavior	वर्तमान विश्‍व परिवेश र सामाजिक व्यवहार	Social Studies	Other Social Studies		
11SS05.00	79	0	section	Geography and social relations	भूगोल र सामाजिक सम्बन्ध	Social Studies	Geography	Other Geography	
11SS05.01	79	3	chapter	Nepal in the world	विश्‍वमा नेपाल	Social Studies	Geography	Asia	Nepal
11SS05.02	82	3	chapter	Human and environment	मानव र वातावरण	Social Studies	Community	Education	Humanities
11SS05.03	85	8	chapter	The world's geographical diversity and people's lives	विश्‍वका भौगोलिक विविधता र जनजीवन	Social Studies	Geography	People	
11SS05.04	93	3	chapter	Environmental areas of Nepal	नेपालका पर्यावरणीय क्षेत्रहरू	Social Studies	Geography	Landforms	
11SS06.00	96	0	section	World history	विश्‍वको इतिहास	Social Studies	History	World	
11SS06.01	96	3	chapter	Writing and basic trends in world history	विश्‍व इतिहासको लेखन र मूल प्रवृत्ति	Social Studies	History	Ancient	
11SS06.02	99	4	chapter	The economic rise and contraction of medieval Asia	मध्यकालीन एसियाको आर्थिक उदय र सङ्कुचन	Social Studies	History	Ancient	Other Ancient History
11SS06.03	103	4	chapter	Industrial development	औद्योगिक क्रान्ति	Social Studies	Economy	Business	Economics
11SS06.04	107	2	chapter	Democracy	लोकतन्‍‌त्र	Social Studies	Community	Government	Democracy
11SS07.00	109	0	section	Social identity, diversity and class division	सामाजिक पहिचान, विविधता र वर्ग विभाजन	Social Studies	Community	Everyday Life	Diversity
11SS07.01	109	3	chapter	Caste system in Nepal	नेपालमा जातप्रथा	Social Studies	Community	Everyday Life	Diversity
11SS07.02	112	5	chapter	Dalit question	दलित सवाल	Social Studies	Issues	Human Rights	Caste
11SS07.03	117	2	chapter	Caste, tribe	जाति, जनजाति	Social Studies	Community	Everyday Life	Diversity
11SS07.04	119	2	chapter	Multiculturalism and social cohesion	बहुसांस्कृतिकता र सामाजिक एकता	Social Studies	Community	Everyday Life	Diversity
11SS08.00	121	0	section	Constitution and civic awareness	संविधान र नागरिक सचेतना	Social Studies	Issues	Civil Rights	Other Civil Rights
11SS08.01	121	2	chapter	Nepal's constitution past and present	नेपालको संविधान विगत र वर्तमान	Social Studies	History	Nepal	Politics
11SS08.02	123	3	chapter	Political, legal, economic and cultural features of the current constitution	वर्तमान संविधानको राजनीतिक, कानुनी, आर्थिक र सांस्कृतिक विशेषता	Social Studies	Community	Government	Current Affairs
11SS08.03	126	3	chapter	Electoral system in Nepal	नेपालमा निर्वाचन प्रणाली	Social Studies	Economy	People	
11SS08.04	129	3	chapter	Nation, nationality and national security	राष्‍ट्र, राष्‍ट्रियता र राष्‍ट्रिय सुरक्षा	Social Studies	Community	Government	National
11SS09.00	132	0	section	Settlement, population and development	बस्ती, जनसङ्ख्या र विकास	Social Studies	Community	People	
11SS09.01	132	4	chapter	Human settlement	मानव बस्ती	Social Studies	Community	People	
11SS09.02	136	4	chapter	Settlement development	बस्ती विकास	Social Studies	Community	People	
11SS09.03	140	4	chapter	Population and development	जनसङ्ख्या र विकास	Social Studies	Economy	Other Economy	Population
11SS09.04	144	4	chapter	Consolidation of age structure and use of demographic dividend	उमेर संरचनाको सङ्क्रमण र जनसाङ्ख्यिक लाभांशको उपयोग	Social Studies	Economy	Other Economy	Population
11SS09.05	148	4	chapter	Population management	जनसङ्ख्या व्यवस्थापन	Social Studies	Economy	Other Economy	Population
11SS10.00	152	0	section	Economy and development	अर्थतन्‍‌त्र र विकास	Social Studies	Economy	People	
11SS10.01	152	5	chapter	Basics and characteristics of Nepal's economy	नेपालको अर्थतन्‍‌त्रका आधार र विशेषताहरू	Social Studies	Economy	People	
11SS10.02	157	5	chapter	Public, private and cooperative sectors	सार्वजनिक, निजी तथा सहकारी क्षेत्र	Social Studies	Economy	Business	Studies
11SS10.03	162	3	chapter	Remittances and the Nepalese economy	विप्रेषण र नेपाली अर्थतन्‍‌त्र	Social Studies	Economy	Occupations	Other Occupations
11SS10.04	165	3	chapter	Local, formal and informal business	स्थानीय, औपचारिक र अनौपचारिक कारोबार	Social Studies	Economy	Business	Companies
11SS10.05	168	3	chapter	Agriculture, industry and construction	कृषि, उद्योग र निर्माण	Social Studies	Economy	Agriculture	Other Agriculture
11SS10.06	171	4	chapter	Labor force, employment and entrepreneurship in Nepal	नेपालमा श्रमशक्ति, रोजगारी र उद्यमशीलता	Social Studies	Economy	Business	Market
11SS10.07	175	3	chapter	Government finance	सरकारी वित्त	Social Studies	Economy	Finance	
11SS11.00	178	0	section	Healthcare and social development	स्वास्थ्य सेवा र सामाजिक विकास	Social Studies	Community	Social Organization	Health Care
11SS11.01	178	3	chapter	Health care in Nepal	नेपालमा स्वास्थ्य सेवा	Social Studies	Community	Social Organization	Health Care
11SS11.02	181	4	chapter	Modern and traditional health care system	आधुनिक र परम्परागत स्वास्थ्य सेवा पद्धति	Social Studies	Community	Social Organization	Health Care
11SS11.03	185	4	chapter	Healthy lifestyle and social life	स्वस्थ जीवनशैली र सामाजिक जीवन	Social Studies	Community	Everyday Life	Other Everyday Life
11SS11.04	189	3	chapter	Adolescence and a healthy lifestyle	किशोरावस्था र स्वास्थ्य जीवनशैली	Social Studies	Community	People	
11SS11.05	192	9	chapter	Yoga and meditation	योग तथा ध्यान	Social Studies	Community	Sports	Yoga
11SS11.06	201	4	chapter	Healthy lifestyle and our diary	स्वस्थ जीवनशैली र हाम्रो दैनिकी	Social Studies	Community	People	
11SS11.07	205	4	chapter	Thrifty lifestyle and financial management	मितव्ययी जीवनशैली र आर्थिक व्यावस्थापन	Social Studies	Economy	Finance	Interest
12SS01.00	1	0	section	Unit 1: The concept of social and life-sustaining education	एकाइ १: सामाजिक तथा जीवनोपयोगी शिक्षाको अवधारणा				
12SS01.01	1	4	chapter	The interrelationship between social studies and lifelong learning	सामाजिक अध्ययन तथा जीवनोपयोगी शिक्षाको अन्तरसम्बन्ध	Social Studies	Community	Education	
12SS01.02	5	5	chapter	Lifelong learning, life skills and healthy lifestyle Interrelationships	जीवनोपयोगी शिक्षा, जीवनोपयोगी सिप र स्वस्थ जीवनशैलीबिचको अन्तरसम्बन्ध	Social Studies	Community	Education	
12SS02.00	10	0	section	Unit 2: Digital skills and general research skills as vital skills	एकाइ २: जीवनोपयोगी सिपका रूपमा डिजिटल सिपहरू तथा सामान्य अनुसन्धान सिपहरू				
12SS02.01	10	4	chapter	Digital skills and general research skills as vital skills	जीवनोपयोगी सिपका रूपमा डिजिटल सिपहरू तथा सामान्य अनुसन्धान सिपहरू	Social Studies	Community	People	
12SS02.02	14	3	chapter	Correlation and causation in social studies: The concept of relationship	सामाजिक अध्ययनमा सहसम्बन्ध तथा कार्यकारण सम्बन्धको अवधारणा	Social Studies	Community	People	
12SS02.03	17	3	chapter	Structure of the study preamble	अध्ययन प्रस्तावनाको संरचना	Social Studies	Community	People	
12SS02.04	20	5	chapter	Ethical aspects to consider when using other people's writing in writing	लेखनकार्यमा अरूको लेखरचनाको प्रयोग गर्दा ध्यान दिनुपर्ने नैतिक पक्ष	Social Studies	Community	People	
12SS02.05	25	4	chapter	Problem building and study method selection for social studies	सामाजिक अध्ययनका लागि समस्या निर्माण र अध्ययन विधि चयन	Social Studies	Community	People	
12SS02.06	29	4	chapter	Social statistics and information collection methods and 
Tools	सामाजिक तथ्याङ्क र सूचना सङ्कलनका विधि र 
साधनहरू	Social Studies	Community	People	
12SS02.07	33	8	chapter	Analysis and presentation of statistics and information	तथ्याङ्क तथा सूचनाको विश्लेषण र प्रस्तुतीकरण	Social Studies	Community	People	
12SS02.08	41	5	chapter	Microsoft in data processing and analysis 
Using Excel	तथ्याङ्क प्रशोधन र विश्लेषणमा माइव्रmोसफ्ट 
एक्सेलको प्रयोग	Science	IT	Other IT	
12SS02.09	46	3	chapter	A way to present literal information	शाब्दिक जानकारीलाई प्रस्तुत गर्ने तरिका	Social Studies	Community	People	
12SS03.00	49	0	section	Unit 3: Living Skills	एकाइ ३: जीवनोपयोगी सिप				
12SS03.01	49	3	chapter	Historical background, classification and practice of vital skills	जीवनोपयोगी सिपको ऐतिहासिक पृष्ठभूमि, वर्गीकरण र अभ्यास	Social Studies	Community	People	
12SS03.02	52	6	chapter	Critical thinking	समालोचनात्मक चिन्तन	Social Studies	Community	Psychology	Other Psychology
12SS03.03	58	4	chapter	Creative thinking	सिर्जनात्मक चिन्तन	Social Studies	Community	Psychology	Other Psychology
12SS03.04	62	4	chapter	Empathy	समानुभूति	Social Studies	Community	Psychology	Respect
12SS03.05	66	5	chapter	Self-realization	आत्मबोध	Social Studies	Community	Psychology	Self
12SS03.06	71	5	chapter	Momentum management	संवेग व्यवस्थापन	Social Studies	Community	Psychology	Self
12SS04.00	76	0	section	Unit 4: Development and philosophy of society	एकाइ ४: समाजको विकास र दर्शन				
12SS04.01	76	5	chapter	The social diversity and characteristics of today's world	वर्तमान विश्वका सामाजिक विविधता र विशेषता	Social Studies	Community	Everyday Life	Diversity
12SS04.02	81	6	chapter	Development of social relations and social interdependence	सामाजिक सम्बन्धहरूको विकास र सामाजिक अन्तर निर्भरता	Social Studies	Community	Everyday Life	Diversity
12SS04.03	87	7	chapter	Life philosophy, social values ​​and social behavior	जीवन दर्शन, सामाजिक मूल्य मान्यताहरू र सामाजिक व्यवहार	Social Studies	Community	Everyday Life	Diversity
12SS04.04	94	8	chapter	The usefulness of philosophy in daily life	दैनिक जीवनमा दर्शनको उपयोगिता	Social Studies	Community	Psychology	Other Psychology
12SS04.05	102	7	chapter	Changes in the community and social transformation	समुदायमा आएका परिवर्तन र सामाजिक रूपान्तरण	Social Studies	Community	Everyday Life	Diversity
12SS05.00	109	0	section	Unit 5: Geography and Social Life	एकाइ ५: भूगोल र सामाजिक जीवन				
12SS05.01	109	7	chapter	Administrative provinces of Nepal	नेपालका प्रशासनिक प्रदेश	Social Studies	Geography	Asia	Nepal
12SS05.02	116	3	chapter	Demographic status and characteristics of the provinces	प्रदेशहरूको जनसाँख्यिक अवस्था र विशेषता	Social Studies	Geography	Asia	Nepal
12SS05.03	119	6	chapter	Socio-cultural conditions of Nepal's provinces and feature	नेपालका प्रदेशका सामाजिक सांस्कृतिक अवस्था र विशेषता	Social Studies	Geography	Asia	Nepal
12SS05.04	125	7	chapter	Economic status and characteristics of Nepal's provinces	नेपालका प्रदेशको आर्थिक अवस्था र विशेषता	Social Studies	Economy	Other Economy	Sustainable Development
12SS05.05	132	4	chapter	Dimensions of inter-regional relations	अन्तरप्रादेशिक सम्बन्धका आयामहरू	Social Studies	Beliefs	Religions	Other Religions
12SS05.06	136	4	chapter	Disaster in Nepal	नेपालमा विपत	Social Studies	History	Nepal	Geography
12SS05.07	140	3	chapter	Disaster causes and effects	विपत्का कारण र प्रभाव	Social Studies	Issues	Other Issues	
12SS05.08	143	4	chapter	Disaster management mechanism and planning in Nepal	नेपालमा विपत् व्यवस्थापन संयन्त्र र योजना निर्माण	Social Studies	Other Social Studies		
12SS05.09	147	3	chapter	Information technology in geography and social life	भूगोल र सामाजिक जीवनमा सूचना प्रविधि	Social Studies	Geography	Other Geography	
12SS05.10	150	4	chapter	Use of geo-information system in social maps	सामाजिक नक्साङ्कमा भूसूचना प्रणालीको प्रयोग	Social Studies	Geography	Other Geography	
12SS06.00	154	0	section	Unit 6: History of Nepal	एकाइ ६: नेपालको इतिहास				
12SS06.01	154	6	chapter	Ancient history of Nepal	नेपालको प्राचीन इतिहास	Social Studies	History	Nepal	History
12SS06.02	160	5	chapter	Licchavi period	लिच्छवि काल	Social Studies	History	Nepal	History
12SS06.03	165	5	chapter	Medieval political situation	मध्यकालीन राजनीतिक अवस्था	Social Studies	History	Nepal	Politics
12SS06.04	170	6	chapter	Medieval economic, social and cultural state	मध्यकालीन आर्थिक, सामजिक तथा सांस्कृतिक अवस्था	Social Studies	History	Nepal	History
12SS06.05	176	6	chapter	Rise and fall of the small kingdom in the Middle Ages	मध्यकालमा ससाना राज्यको उदय र अवसान	Social Studies	History	Nepal	Events
12SS06.06	182	5	chapter	Modern times	आधुनिक काल	Social Studies	History	Nepal	Other Nepal
12SS06.07	187	7	chapter	State power after unification	एकीकरणपछिको राज्य सत्ता	Social Studies	History	Nepal	History
12SS06.08	194	5	chapter	Modern economics, law, culture and art	आधुनिक कालकोअर्थतन्त्र, कानुन, संस्कृति र कलाकौशल	Social Studies	History	Nepal	Other Nepal
12SS07.00	199	0	section	Unit 7: Social Identity and Diversity	एकाइ ७: सामजिक पहिचान र विविधता				
12SS07.01	199	6	chapter	Class and social transformation	वर्ग र समाजिक रूपान्तरण	Social Studies	Community	Everyday Life	Diversity
12SS07.02	205	6	chapter	Gender question	लैङ्गिक सवाल	Social Studies	Issues	Civil Rights	Diversity
12SS07.03	211	7	chapter	Gender inclusion	लैङ्गिक समावेशिता	Social Studies	Issues	Civil Rights	Diversity
12SS07.04	218	5	chapter	Disability and inclusion	अपाङ्गता र समावेशीकरण	Social Studies	Community	Everyday Life	Diversity
12SS07.05	223	4	chapter	Religious and regional identities	धार्मिक तथा क्षेत्रीय पहिचान	Social Studies	Community	Everyday Life	Diversity
12SS07.06	227	5	chapter	Egalitarian society	समतामूलक समाज	Social Studies	Community	Everyday Life	Diversity
12SS08.00	232	0	section	Unit 8: Constitution and Citizen Awareness	एकाइ ८: संविधान र नागरिक सचेतना				
12SS08.01	232	5	chapter	Government formation process	सरकारको गठन प्रक्रिया	Social Studies	Community	Government	National
12SS08.02	237	7	chapter	Government duties and rights	सरकारका काम कर्तव्य र अधिकार	Social Studies	Community	Government	National
12SS08.03	244	4	chapter	Civil rights and duties	नागरिक अधिकार र कर्तव्य	Social Studies	Issues	Civil Rights	Other Civil Rights
12SS08.04	248	5	chapter	Adolescent rights and duties	किशोरकिशोरीको अधिकार र कर्तव्य	Social Studies	Issues	Human Rights	Human Rights
12SS08.05	253	8	chapter	Country Code	मुलुकी संहिता	Social Studies	Geography	Geography	
12SS08.06	261	4	chapter	Right to Information	सूचनाको हक	Social Studies	Issues	Civil Rights	Other Civil Rights
12SS08.07	265	7	chapter	Virtue and social accountability	सदाचार र सामाजिक जवाफदेही	Social Studies	Issues	Civil Rights	Other Civil Rights
12SS09.00	272	0	section	Unit 9: Urbanization and Migration	एकाइ ९: सहरीकरण र बसाइँसराइ				
12SS09.01	272	4	chapter	The concept of urbanization	सहरीकरणको अवधारणा	Social Studies	Economy	Other Economy	Population
12SS09.02	276	5	chapter	Urbanization in Nepal	नेपालमा सहरीकरण	Social Studies	History	Nepal	Geography
12SS09.03	281	3	chapter	Village-city relations	गाउँ सहर सम्बन्ध	Social Studies	History	Nepal	Geography
12SS09.04	284	4	chapter	Opportunities and challenges of urbanization in Nepal	नेपालमा सहरीकरणका अवसर र चुनौती	Social Studies	History	Nepal	Geography
12SS09.05	288	5	chapter	Immigration	बसाइँसराइ	Social Studies	Issues	Civil Rights	Immigration
12SS09.06	293	5	chapter	The tendency to migrate	बसाइँसराइको प्रवृत्ति	Social Studies	Issues	Civil Rights	Immigration
12SS09.07	298	4	chapter	Safe and dignified immigration	सुरक्षित एवम् मर्यादित आप्रवासन	Social Studies	Issues	Civil Rights	Immigration
12SS09.08	302	3	chapter	The effect of migration	बसाइँसराइको प्रभाव	Social Studies	Issues	Civil Rights	Immigration
12SS10.00	305	0	section	Unit 10: Economy and Development	एकाइ १०: अर्थतन्त्र र विकास				
12SS10.01	305	4	chapter	Nepal's economy and development	नेपालको अर्थतन्त्र र विकास	Social Studies	Economy	People	
12SS10.02	309	6	chapter	Nepal's foreign policy and Nepal, India and Nepal, China relations	नेपालको विदेश नीति र नेपाल भारत तथा नेपाल चीन सम्बन्ध	Social Studies	History	Nepal	International Relations
12SS10.03	315	10	chapter	Nepal's international relations	नेपालको अन्तर्राष्ट्रिय सम्बन्ध	Social Studies	History	Nepal	International Relations
12SS10.04	325	5	chapter	Nepal's foreign trade	नेपालको वैदेशिक व्यापार	Social Studies	Economy	Law	International Trade
12SS10.05	330	3	chapter	Nepal's foreign employment policy	नेपालको वैदेशिक रोजगार नीति	Social Studies	Economy	Occupations	Service
12SS10.06	333	7	chapter	Economic growth, human development and sustainable development concept	आर्थिक वृद्धि, मानव विकास तथा दिगो विकास अवधारणा	Social Studies	Economy	Other Economy	Sustainable Development
12SS10.07	340	5	chapter	Poverty cycle in Nepal and measures to address it	नेपालमा गरिबी चक्र र सम्बोधनका उपायहरू	Social Studies	Issues	Poverty	
12SS10.08	345	4	chapter	Current events	समसामयिक घटनाहरू	Social Studies	Community	Government	Current Affairs
12SS11.00	349	0	section	Unit 11: Education and Social Development	एकाइ ११: शिक्षा र सामाजिक विकास				
12SS11.01	349	4	chapter	Education and social development	शिक्षा र सामाजिक विकास	Social Studies	Community	Education	Humanities
12SS11.02	353	5	chapter	Access and inclusion in education	शिक्षामा पहुँच र समावेशिता	Social Studies	Community	Education	Other Education
12SS11.03	358	4	chapter	Education in social and cultural development bringing change and impact	शिक्षाले सामाजिक तथा सांस्कृतिक विकासमा ल्याउने परिवर्तन र प्रभाव	Social Studies	Community	Education	Environment
12SS11.04	362	4	chapter	Community participation in education	शिक्षामा समुदायको सहभागिता	Social Studies	Community	Education	Other Education
12SS11.05	366	5	chapter	Education and employment	शिक्षा र रोजगार	Social Studies	Community	Education	Other Education
