_id	pn	len	npn	nlen	ft	dn	ndn	key1	key2	key3	key4
6SS06.05			132	2	chapter	Our economic resources: land and water resources	हाम्रा आर्थिक स्रोत साधनः भूमि र जलस्रोत	Social Studies	Economy	Other Economy	"Sustainable Development
Tourism"
6SS06.06			134	3	chapter	"Our economic resources: forests, minerals and human resources"	"हाम्रा आर्थिक साधनः वन, खनिज र मानव संसाधन"	Social Studies	Economy	Agriculture	Forestry
6SS07.00			137	1	section	Our earth	हाम्रो पृथ्वी	Social Studies	Geography	Other Geography	
6SS07.01			138	4	chapter	Introduction to the Earth	पृथ्वीको परिचय	Social Studies	Geography	Other Geography	
6SS07.02			142	3	chapter	Latitude and longitude	अक्षांश र देशान्तर	Social Studies	Geography	Landforms	
6SS07.03			145	9	chapter	The structure of the outer layer of the earth	पृथ्वीको बाहिरी तहको बनोट	Social Studies	Geography	Landforms	
6SS07.04			154	3	chapter	Geographical description of Nepal	नेपालको भौगोलिक विवरण	Social Studies	Geography	Maps	Country
6SS07.05			157	4	chapter	Nepal's climate	नेपालको हावापानी	Social Studies	Geography	Asia	Nepal
6SS07.06			161	3	chapter	"Rivers, glaciers and lakes"	"नदी, हिमनदी र तालहरू"	Social Studies	Geography	Landforms	
6SS07.07			164	3	chapter	Natural vegetation	प्राकृतिक वनस्पति	Social Studies	Economy	Agriculture	Farming
6SS07.08			167	3	chapter	Natural resources and human relations	प्राकृतिक सम्पदा र मानव सम्बन्ध	Social Studies	Economy	Other Economy	Sustainable Development
6SS07.09			170	5	chapter	Natural resources of Nepal	नेपालका प्राक्रृतिक स्रोतहरू	Social Studies	Economy	Other Economy	Sustainable Development
6SS07.10			175	2	chapter	Map study	नक्सा अध्ययन	Social Studies	Geography	Maps	
6SS07.11			177	5	chapter	Disaster management	विपद् व्यवस्थापन	Social Studies	Community	People	
6SS08.00			182	1	section	Population and its management	जनसङ्ख्या र यसको व्यवस्थापन	Social Studies	Issues	People	
6SS08.01			183	3	chapter	Population and Demographics	जनसङ्ख्या र जनसाङ्ख्यिकी	Social Studies	Issues	People	
6SS08.02			186	3	chapter	"Census historicity, introduction and importance"	"जनगणना ऐतिहासिकता, परिचय र महत्त्व"	Social Studies	History	World	
6SS08.03			189	2	chapter	Sources of Population Statistics	जनसङ्ख्या तथ्याङ्‌कका स्रोतहरू	Social Studies	History	World	
6SS08.04			191	3	chapter	The state of Nepal's population	नेपालको जनसब्ख्याको अवस्था	Social Studies	History	Nepal	Other Nepal
6SS08.05			194	2	chapter	Population management	जनसङ्ख्या व्यवस्थापन	Social Studies	Community	People	
6SS08.06			196	3	chapter	The role of population management and local bodies	जनसङ्ख्या व्यवस्थापन र स्थानीय निकायको भूमिका	Social Studies	Community	Government	Local
6SS09.00			199	1	section	"International relations, current affairs and information technology"	"अन्तर्राष्‍ट्रिय सम्बन्ध, समसामयिक घटना र सूचना प्रविधि"	Social Studies	Community	Government	Other Government
6SS09.01			200	3	chapter	Nepal's international relations	नेपालको अन्तर्राष्‍ट्रिय सम्बन्ध	Social Studies	History	Nepal	International Relations
6SS09.02			203	3	chapter	International assistance in the development of Nepal	नेपालको विकासमा अन्तर्राष्‍ट्रिय सहयोग	Social Studies	Community	Government	Other Government
6SS09.03			206	3	chapter	Information technology	सूचना प्रविधि	Social Studies	Community	Everyday Life	Communication
6SS09.04			209	3	chapter	Proper use of social media	सामाजिक सञ्‍जालको उचित प्रयोग	Social Studies	Community	Everyday Life	Communication
6SS09.05			212	4	chapter	Contemporary activity	समसामयिक गतिविधि	Social Studies	Community		
7SS01.00			6	1	section	We and our society	हामी र हाम्रो समाज	Social Studies	Community	Social Organization	
7SS01.01			7	3	chapter	Origin and development of society	समाजको उत्पत्ति र विकासक्रम	Social Studies	Community	Anthropology	
7SS01.02			10	3	chapter	Socialization	सामाजिकीकरण	Social Studies	Community	Anthropology	Ethics
7SS01.03			13	3	chapter	Infrastructure for Development: Education and Health	विकासका पूर्वाधार: शिक्षा र स्वास्थ्य	Social Studies	Economy	Other Economy	Sustainable Development
7SS01.04			16	2	chapter	Infrastructure of Development: Transport and Communication	विकासका पूर्वाधार: यातायात र सञ्चार	Social Studies	Community	Other Economy	Sustainable Development
7SS01.05			18	2	chapter	District Coordinating Committee	जिल्ला समन्वय समिति	Social Studies	Community	Government	Local
7SS02.00			20	1	section	Our human values	हाम्रा मानव मूल्य मान्यता	Social Studies	Beliefs	Other Beliefs	Humanism
7SS02.01			21	4	chapter	Human value	मानव मूल्य	Social Studies	Beliefs	Other Beliefs	Humanism
7SS02.02			25	4	chapter	Our social norms	हाम्रा सामाजिक संस्कारहरू	Social Studies	Beliefs	Religion	Other Religion
7SS02.03			29	2	chapter	Our religious rites	हाम्रा धार्मिक संस्कार	Social Studies	Beliefs	Religion	Other Religion
7SS02.04			31	2	chapter	Our festivals	हाम्रा चाडपर्वहरू	Social Studies	Beliefs	Religion	Other Religion
7SS02.05			33	5	chapter	Our cultural customs	हाम्रा सांस्कृतिक रीतिरिवाज	Social Studies	Beliefs	Religion	Other Religion
7SS02.06			38	2	chapter	Our dress and accessories	हाम्रा पहिरन र परिकार	Social Studies	Community	Everyday Life	Food
7SS02.07			40	4	chapter	Respect for the nation and nationalism	राष्ट्रको सम्मान र राष्ट्रियताको जगेना	Social Studies	Community	Anthropology	Ethics
7SS02.08			44	4	chapter	Our inspiring national personality	हाम्रा प्रेरणादायी राष्ट्रिय व्यक्तित्व	Social Studies	History	Other People	
7SS02.09			48	2	chapter	Children's club	बालक्लब	Social Studies	Community	Social Organization	Other Social Organization
7SS03.00			50	1	section	"Citizen consciousness, rights and duties"	"नागरिक चेतना, अधिकार र कर्तव्य"	Social Studies	History	Nepal	Rights & Duties
7SS03.01			51	3	chapter	The basic elements of the state	राज्यका आधारभूत तत्व	Social Studies	History	Nepal	Government
7SS03.02			54	2	chapter	Democratic rites	लोकतान्त्रिक संस्कार	Social Studies	Community	Government	Democracy
7SS03.03			56	4	chapter	Our constitution	हाम्रो संविधान	Social Studies	History	Nepal	Government
7SS03.04			60	5	chapter	Human rights and fundamental rights	मानव अधिकार र मौलिक हक	Social Studies	History	Nepal	Rights & Duties
7SS03.05			65	3	chapter	Women's rights	महिला अधिकार	Social Studies	History	Nepal	Rights & Duties
7SS03.06			68	2	chapter	What about the state government?	प्रदेश सरकारका काय	Social Studies	History	Nepal	Government
7SS03.07			70	3	chapter	Security agencies	सुरक्षा निकाय	Social Studies	History	Nepal	Government
7SS04.00			73	1	section	Social problems and solutions	सामाजिक समस्या र समाधान	Social Studies	Community	Social Organization	Girls and women
7SS04.01			74	2	chapter	Civilized society	सभ्य समाज	Social Studies	Community	Other Community	
7SS04.02			76	3	chapter	Social problems and solutions	सामाजिक समस्या र समाधान	Social Studies	Community	Social Organization	Girls and women
7SS04.03			79	2	chapter	Ways to avoid social distortions and problems	सामाजिक विकृति र समस्याबाट बच्ने उपाय	Social Studies	Community	Social Organization	Problems
7SS04.04			81	3	chapter	The role of organizations in solving social problems	सामाजिक समस्या समाधानमा सङ्घसंस्थाको भूमिका	Social Studies	Community	Social Organization	Other Social Organization
7SS04.05			84	3	chapter	Conflict management	द्वन्द्व व्यवस्थापन	Social Studies	History	Nepal	Government
7SS04.06			87	2	chapter	Establishing peace	शान्ति स्थापना	Social Studies	Community	Peace	Other Peace
7SS05.00			89	1	section	Our past	हाम्रो विगत	Social Studies	History	Ancient	Other Ancient
7SS05.01			90	3	chapter	Medieval Nepal	मध्यकालीन नेपाल	Social Studies	History	Nepal	Government
7SS05.02			93	3	chapter	"Medieval Nepal: Twenty-two, twenty-four and Sen states"	"मध्यकालीन नेपाल : बाइसी, चौबिसी र सेन राज्य"	Social Studies	History	Nepal	Government
7SS05.03			96	3	chapter	"The political, social and economic situation of medieval Nepal"	"मध्यकालीन नेपालको राजनीतिक, सामाजिक र आर्थिक अवस्था"	Social Studies	History	Nepal	Government
7SS05.04			99	3	chapter	National Eminence: Gautam Buddha	राष्ट्रिय विभूति : गौतम बुद्ध	Social Studies	History	Other People	
7SS05.05			102	2	chapter	National Eminence: Araniko	राष्ट्रिय विभूति : अरनिको	Social Studies	History	Other People	
7SS05.06			104	3	chapter	National Eminence: Prithvinarayan Shah	राष्ट्रिय विभूति : पृथ्वीनारायण शाह	Social Studies	History	Other People	
7SS05.07			107	4	chapter	Our Sinja: Our Civilization	हाम्रो सिँजा : हाम्रो सभ्यता	Social Studies	Beliefs	Other Beliefs	Humanism
7SS06.00			111	1	section	Our economic activities	हाम्रा आर्थिक क्रियाकलाप	Social Studies	Economy	Occupations	Other Occupations
7SS06.01			112	4	chapter	Basis of Economic Development: Agriculture and Industry	आर्थिक विकासको आधार : कृषि र उद्योग	Social Studies	Economy	Occupations	"Business, Farming"
7SS06.02			116	2	chapter	Our water resources	हाम्रो जल सम्पदा	Science	Earth	Oceans & Water	Resources
7SS06.03			118	2	chapter	"Relations of agriculture, industry and trade"	"कृषि, उद्योग र व्यापारको सम्बन्ध"	Social Studies	Economy	Occupations	"Business, Farming"
7SS06.04			120	4	chapter	Consumers: our rights	हामी उपभोक्ता : हाम्रो अधिकार	Social Studies	History	Nepal	Rights & Duties
7SS06.05			124	2	chapter	Government revenue and expenditure	सरकारी आय तथा व्यय	Social Studies	History	Nepal	Government
7SS07.00			126	1	section	Our earth	हाम्रो पृथ्वी	Social Studies	Geography	Other Geography	
7SS07.01			127	5	chapter	Earth's daily motion and annual motion	पृथ्वीको दैनिक गति र वार्षिक गति	Social Studies	Geography	Other Geography	
7SS07.02			132	3	chapter	The terrestrial shape of the earth	पृथ्वीको धरातलीय स्वरूप	Social Studies	Geography	Other Geography	
7SS07.03			135	3	chapter	Elements that change the topography	धरातलीय स्वरूपमा परिर्वतन ल्याउने  तत्व	Social Studies	Geography	Other Geography	
7SS07.04			138	2	chapter	The relationship between terrestrial form and humans	धरातलीय स्वरूप र मानवबिचको सम्बन्ध	Social Studies	Geography	Other Geography	
7SS07.05			140	2	chapter	Nepal's climate	नेपालको हावापानी	Social Studies	Geography	Asia	
7SS07.06			142	3	chapter	"Nepal's topography, climate and economic activities and social life"	"नेपालको धरातलीय स्वरूप, हावापानी र आर्थिक गतिविधिहरू एवम् सामाजिक रहनसहन"	Social Studies	Geography	Asia	
7SS07.07			145	5	chapter	Seven provinces of Nepal	नेपालका सात प्रदेश	Social Studies	History	Nepal	Government
7SS07.08			150	2	chapter	Climate change	जलवायु परिवर्तन	Science	Earth	Climate	Climate Change
7SS07.09			152	5	chapter	Disaster management	विपत् व्यवस्थापन	Science	Earth	Natural Disasters	Other Natural Disasters
7SS07.10			157	3	chapter	What is a map?	नक्सा काय	Social Studies	Geography	Maps	
7SS08.00			160	1	section	Population and its management	जनसङ्ख्या र यसको व्यवस्थापन	Social Studies	Economy	Other Economy	Population
7SS08.01			161	4	chapter	Demographic composition	जनसाङ्ख्यिक बनोट	Social Studies	Economy	Other Economy	Population
7SS08.02			165	3	chapter	The composition of Nepal's population	नेपालको जनसङ्ख्याको बनोट	Social Studies	Economy	Other Economy	Population
7SS08.03			168	2	chapter	Reasons for population change	जनसङ्ख्या परिवर्तनका कारण	Social Studies	Economy	Other Economy	Population
7SS08.04			170	3	chapter	Demographic status and quality of life	जनसाङ्ख्यिक अवस्था र गुणस्तरीय जीवन	Social Studies	Economy	Other Economy	Population
7SS08.05			173	3	chapter	Population management	जनसङ्ख्या व्यवस्थापन	Social Studies	Economy	Other Economy	Population
7SS08.06			176	3	chapter	Role of various bodies in population management	जनसङ्ख्या व्यवस्थापनमा विभिन्न निकायको भूमिका	Social Studies	Economy	Other Economy	Population
7SS09.00			179	1	section	Our international relations and cooperation	हाम्रो अन्तर्राष्ट्रिय सम्बन्ध र सहयोग	Social Studies	History	Nepal	International Relations
7SS09.01			180	4	chapter	Landlocked nation	भूपरिवेष्टित राष्ट	Social Studies	History	Nepal	International Relations
7SS09.02			184	3	chapter	SAARC activities	सार्कका गतिविधि	Social Studies	History	Nepal	International Relations
7SS09.03			187	3	chapter	Information technology	सूचना प्रविधि	Science	IT	Information	
7SS09.04			190	3	chapter	Proper use of social media	सामाजिक सञ्जालको उचित प्रयोग	Science	IT	Information	
7SS09.05			193	3	chapter	Contemporary world events	विश्वका समसामयिक घटना	Social Studies	History	Other Countries	
8SS01.00			10	1	section	"We, Our Community & the Nation"	"हामी, हाम्रो समुदाय र राष्‍ट्र"	Social Studies	Community	People	
8SS01.01			11	2	chapter	Development	विकास	Social Studies	Community	People	
8SS01.02			13	2	chapter	Federal states and provinces	सङ्‍घीय राज्य र प्रदेश	Social Studies	Community		
8SS01.03			15	2	chapter	Drinking Water	खाने पानी	Social Studies	Community	Everyday Life	Other Everyday Life
8SS01.04			17	2	chapter	Energy	ऊर्जा	Social Studies	Economy	Business	Energy
8SS01.05			19	2	chapter	Manpower	जनशक्ति	Social Studies	Economy	People	
8SS01.06			21	2	chapter	Development Plrojects in Nepal	नेपालमा विकास आयोजना	Social Studies	Community	Social Organization	Non-Profits
8SS01.07			23	1	chapter	Review Exercises	पुनरवलोकन अभ्यास	Social Studies			
8SS02.00			24	1	section	Our Social Values & Beliefs	हाम्रो सामाजिक मूल्य र मान्यता	Social Studies			
8SS02.01			25	2	chapter	Social Traditions and Customs of Nepal	नेपालका सामाजिक परम्परा र प्रचलन	Social Studies	History	Nepal	History
8SS02.02			27	2	chapter	Religions Prevailing in Nepal	नेपालमा प्रचलित धर्महरू	Social Studies	History	Nepal	History
8SS02.03			29	2	chapter	Social Harmony	सामाजिक सद्‌भाव	Social Studies	History	Nepal	History
8SS02.04			31	2	chapter	Beautiful Garden Nepal	सुन्दर फूलबारी नेपाल	Social Studies	History	Nepal	History
8SS02.05			33	2	chapter	National Heritage	राष्‍ट्रिय सम्पदा	Social Studies	History	Nepal	History
8SS02.06			35	2	chapter	International Personality	अन्तर्राष्‍ट्रिय व्यक्तित्व	Social Studies	History	Nepal	International Relations
8SS02.07			37	1	chapter	Review Exercises	पुनरवलोकन अभ्यास	Social Studies			
8SS03.00			38	1	section	Social Problems & Solutions	सामाजिक समस्या र समाधान	Social Studies			
8SS03.01			39	2	chapter	Social Problems	सामाजिक समस्याहरू	Social Studies	Issues	People	
8SS03.02			41	2	chapter	Corruption	भ्रष्‍टाचार	Social Studies	Issues	Conflict	Politics
8SS03.03			43	2	chapter	Drug Abuse	लागु पदार्थ दूर्व्यसन	Social Studies	Issues	People	
8SS03.04			45	2	chapter	Conflict and its Management	द्वन्द्व र त्यसको व्यवस्थापन	Social Studies	Issues	Conflict	Other Conflict
8SS03.05			47	2	chapter	Sustainable Development	दिगो विकास	Social Studies	Economy	Other Economy	Sustainable Development
8SS03.06			49	2	chapter	Good Governance	सुशासन	Social Studies	Community	Government	National
8SS03.07			51	2	chapter	International Organizations	अन्तर्राष्‍ट्रिय सङ्‌ग संस्थाहरू	Social Studies	Community	Social Organization	Neighborhood
8SS03.08			53	1	chapter	Review Exercises	पुनरवलोकन अभ्यास	Social Studies			
8SS04.00			54	1	section	Civic Consciousness	नागरिक चेतना	Social Studies			
8SS04.01			55	2	chapter	Social Rules	सामाजिक नियम	Social Studies	Issues	People	
8SS04.02			57	2	chapter	Human Rights	मानव अधिकार	Social Studies	Issues	Human Rights	
8SS04.03			59	2	chapter	Women’s Rights	महिला अधिकार	Social Studies	Issues	Human Rights	Girls & Women
8SS04.04			61	2	chapter	Relationships	समावेशीकरण	Social Studies	Issues	Human Rights	Other Human Rights
8SS04.05			63	2	chapter	Regulations Regarding Relationships in Nepal	नेपालमा समावेशीकरण का प्रावधानहरू	Social Studies	Issues	Human Rights	Other Human Rights
8SS04.06			65	2	chapter	Features of our Constitution	हाम्रो संविधानका विशेषताहरू	Social Studies	Community	Government	Current Affairs
8SS04.07			67	2	chapter	Social Responsibilities	नागरिक दायित्व	Social Studies	Community	Government	
8SS04.08			69	2	chapter	Legislature	व्यवस्थापिका	Social Studies	Community	Government	National
8SS04.09			71	2	chapter	Executive	कार्यपालिका	Social Studies	Community	Government	National
8SS04.10			73	2	chapter	Judiciary	न्यायपालिका	Social Studies	Community	Government	National
8SS04.11			75	1	chapter	Review Exercises	पुनरवलोकन अभ्यास	Social Studies			
8SS05.00			76	1	section	Our Earth	हाम्रो पृथ्वी	Social Studies			
8SS05.01			77	2	chapter	Our Earth	ऋतु परिवर्तन	Social Studies	Geography		
8SS05.02			79	2	chapter	Weather and Climate	मौसम र हावापानी	Social Studies	Geography	Landforms	
8SS05.03			81	2	chapter	The Factors that Influence the Temperature of the Surface	धरातलको तापक्रममा प्रभाव पार्ने तत्त्वहरू	Social Studies	Geography	Landforms	
8SS05.04			83	2	chapter	Climate Change	जलवायु परिवर्तन	Social Studies	Geography	Landforms	
8SS05.05			85	2	chapter	The Effect of Latitude and Longitude	अक्षांश र देशान्तरको प्रभाव	Social Studies	Geography	Landforms	
8SS05.06			87	2	chapter	Districts and Zones of Nepal	नेपालका जिल्ला र अञ्‍चल	Social Studies	Geography	Asia	Nepal
8SS05.07			89	2	chapter	The Use of Distance in Map Studies	नक्सा अध्ययनमा दुरीको प्रयोग	Social Studies	Geography	Maps	Country
8SS05.08			91	2	chapter	Map of Nepal	नेपालको नक्सा	Social Studies	Geography	Maps	Country
8SS05.09			93	2	chapter	Earthquake	भूकम्प	Social Studies	Geography	Landforms	
8SS05.10			95	2	chapter	Storms	हावाहूरी	Social Studies	Geography	Landforms	
8SS05.11			97	2	chapter	African Continent	अफ्रिका महादेश	Social Studies	Geography	Maps	Continents
8SS05.12			99	2	chapter	North America	उत्तर अमेरिका	Social Studies	Geography	Maps	Continents
8SS05.13			101	2	chapter	Travel to South America	दक्षिण अमेरिकाको यात्रा	Social Studies	Geography	Maps	Continents
8SS05.14			103	1	chapter	Review Exercises	पुनरवलोकन अभ्यास	Social Studies			
8SS06.00			104	1	section	Our Past	हाम्रो विगत	Social Studies			
8SS06.01			105	2	chapter	Participation of the People in Nepal's Unification Campaign	नेपालको एकीकरण अभियानमा जनताको सहभागिता	Social Studies	History	Nepal	Events
8SS06.02			107	2	chapter	Integration of Nepal	नेपालको एकीकरण	Social Studies	History	Nepal	History
8SS06.03			109	2	chapter	Continuity and end of integration	एकीकरणको निरन्तरता र अन्त्य	Social Studies	History	Nepal	History
8SS06.04			111	2	chapter	The Political Order of the Sugauli Treaty 2	सुगौली सन्धिपछिको राजनीतिक घटना क्रम	Social Studies	History	Nepal	History
8SS06.05			113	2	chapter	National Political Activities	राणा कालीन राजनीतिक क्रियाकलाप	Social Studies	History	Nepal	Politics
8SS06.06			115	2	chapter	The Economic and Social Activities of the Nation	राणा कालीन आर्थिक र सामाजिक कार्यहरू	Social Studies	History	Nepal	History
8SS06.07			117	2	chapter	The Order and Achievements of the Major Political Parties of the year 1946	२००७ सालपछिको प्रमूख राजनीतिक घटना क्रम र उपलब्धि	Social Studies	History	Nepal	History
8SS06.08			119	2	chapter	Civilization of Greece and Rome	ग्रिस र रोमको सभ्यता	Social Studies	History	Other Countries	
8SS06.09			121	2	chapter	Renaissance	पुनर्जागरण	Social Studies	History		
8SS06.10			123	1	chapter	Review Exercises	पुनरवलोकन अभ्यास	Social Studies			
8SS07.00			124	1	section	Our Economic Activity	हाम्रो आर्थिक क्रियाकलाप	Social Studies			
8SS07.01			125	2	chapter	Tourism Industry	पर्यटन उद्‌योग	Social Studies	Economy	Occupations	Business
8SS07.02			127	2	chapter	Foreign Trade	वैदेशिक व्यापार	Social Studies	Economy	Business	Market
8SS07.03			129	2	chapter	Currency	मुद्रा	Social Studies	Economy	Business	Currency & Money
8SS07.04			131	2	chapter	The Bank	बैङ्‌क	Social Studies	Economy	Business	Currency & Money
8SS07.05			133	2	chapter	Price Determination and Inflation	वस्तुको मूल्य निर्धारण र मूल्य वृद्धि	Social Studies	Economy	Business	Market
8SS07.06			135	2	chapter	Capital Establishment and Cooperation	पुँजी निर्माण र सहकारिता	Social Studies	Economy	Business	Companies
8SS07.07			137	2	chapter	Employment Status in Nepal	नेपालमा रोजगारीको अवस्था	Social Studies	Economy	Occupations	Service
8SS07.08			139	1	chapter	Review Exercises	पुनरवलोकन अभ्यास	Social Studies			
8SS08.00			140	1	section	Our International Relations & Cooperation	हाम्रो अन्तर्राष्‍ट्रिय सम्बन्ध र सहयोग	Social Studies			
8SS08.01			141	2	chapter	Friendly Nations	हाम्रा मित्र राष्‍ट्रहरू	Social Studies	History	Nepal	International Relations
8SS08.02			143	2	chapter	United Nations and its Affiliates	संयुक्त राष्‍ट्र सङ्‌घ र यसका अङ्‌गहरू	Social Studies	History	Nepal	International Relations
8SS08.03			145	2	chapter	United Nations and Nepal	संयुक्त राष्‍ट्र सङ्‌घ र नेपाल	Social Studies	History	Nepal	International Relations
8SS08.04			147	2	chapter	Diplomatic Agencies	कूट्नीतिक नियोग	Social Studies	History	Nepal	Government
8SS08.05			149	2	chapter	Nepal's Participation in the International Arena	अन्तर्राष्‍ट्रिय क्षेत्रमा नेपालको योगदान	Social Studies	History	Nepal	Events
8SS08.06			151	1	chapter	Review Exercises	पुनरवलोकन अभ्यास	Social Studies			
8SS09.00			152	1	section	Intro to Deomgraphics	जनसङ्ख्याको परिचय र जनसाङ्ख्यिक अवस्था	Social Studies			
8SS09.01			153	2	chapter	Demographic Concepts	जनसाङ्‌ख्यिकीको अवधारणा	Social Studies	Economy	Other Economy	Population
8SS09.02			155	2	chapter	Demographic Baseline Survey	जनसाङ्‌ख्यिक आधारभुत मापन	Social Studies	Economy	Other Economy	Population
8SS09.03			157	2	chapter	Death and Migration	मृत्यु र बसाइँसराइ	Social Studies	Economy	Other Economy	Population
8SS09.04			159	2	chapter	Determinants of population change	जनसङ्‌ख्या परिवर्तनका निर्धारकहरू	Social Studies	Economy	Other Economy	Population
8SS09.05			161	2	chapter	Structure of Nepal's Population	नेपालको जनसङ्‌ख्या बनोद	Social Studies	Economy	Other Economy	Population
8SS09.06			163	2	chapter	Distribution of Population in Nepal	नेपालमा जनसङ्‌ख्या वितरण	Social Studies	History	Nepal	Other Nepal
8SS09.07			165	2	chapter	Internal and External Migration in Nepal	नेपालमा आन्तरिक र बाह्य बसाइँसराइ	Social Studies	History	Nepal	Other Nepal
8SS09.08			167	2	chapter	World Population Size and Growth Rate	विश्‍वमा जनसङ्‌ख्याको आकार र वृद्धि दर	Social Studies	Economy	Other Economy	Population
8SS09.09			169	1	chapter	Review Exercises	पूनरवलोकन अभ्यास	Social Studies			
8SS10.00			170	1	section	Population Growth and Management	जनसङ्ख्या वृद्धि र व्यवस्थापन	Social Studies			
8SS10.01			171	2	chapter	Population and Quality of Life	जनसङ्‌ख्या र गुणस्तरीय जीवन	Social Studies	Economy	Other Economy	Population
8SS10.02			173	2	chapter	Ways to Manage the Population	जनसङ्‌ख्या व्यवस्थापन गर्ने उपायहरू	Social Studies	Economy	Other Economy	Population
8SS10.03			175	2	chapter	Problems of Population Management in Nepal	नेपालमा जनसङ्‌ख्या व्यवस्थापनका समस्याहरू	Social Studies	Economy	Other Economy	Population
8SS10.04			177	2	chapter	Role of International Organizations	अन्तर्राष्‍ट्रिय सङ्‌घ संस्थाहरूको भूमिका	Social Studies	Community	Social Organization	Work
8SS10.05			179	1	chapter	Review Exercises	पुनरवलोकन अभ्यास	Social Studies			
9SS01.00			8	1	chapter	We and our society	हामी र हाम्रो समाज	Social Studies	Community	Social Organization	
9SS01.01			9	3	chapter	Social development	समाज विकास	Social Studies	Community	Anthropology	
9SS01.02			12	3	chapter	Stages of social development	समाज विकासका चरण	Social Studies	Community	Anthropology	
9SS01.03			15	2	chapter	The basis of social classification	समाज वर्गीकरणका आधार	Social Studies	Community	Social Organization	Mutal Help
9SS01.04			17	4	chapter	Classification of society on the basis of way of life	जीवन पद्धतिको आधारमा समाजको वर्गीकरण	Social Studies	Community	Other Community	
9SS01.05			21	3	chapter	Basic elements of society	समाजका आधारभूत तत्व	Social Studies	Community	Other Community	
9SS02.00			24	1	chapter	Development and infrastructure of development	विकास र विकासका पूर्वाधार	Social Studies	Economy	Other Economy	Sustainable Development
9SS02.01			25	3	chapter	Development concept and prerequisite	विकासको अवधारणा र पूर्वसर्त	Social Studies	Economy	Other Economy	Sustainable Development
9SS02.02			28	4	chapter	"Infrastructure for Development: Education, Health and Communication"	"विकासको पूर्वाधार : शिक्षा, स्वास्थ्य र सञ्चार"	Social Studies	Economy	Other Economy	Sustainable Development
9SS02.03			32	3	chapter	"Infrastructure for development: electricity, drinking water, transportation and manpower"	"विकासको पूर्वाधार : विद्युत्, खानेपानी, यातायात र जनशक्ति"	Social Studies	Economy	Other Economy	Sustainable Development
9SS02.04			35	4	chapter	"Traditional knowledge, skills and techniques"	"परम्परागत ज्ञान, सिप र प्रविधि"	Social Studies	History	Other People	
9SS02.05			39	3	chapter	Development formulation at the local level	स्थानीय स्तरमा विकास प्रस्ताव तर्जुमा	Social Studies	History	Government	National
9SS03.00			42	1	chapter	Our social values	हाम्रा सामाजिक मूल्य मान्यता	Social Studies	Economy	Other Economy	Sustainable Development
9SS03.01			43	4	chapter	Religion prevalent in Nepal	नेपालमा प्रचलित धर्म	Social Studies	Beliefs	Religion	
9SS03.02			47	4	chapter	Human value and its honey	मानव मूल्य र यसको मह	Social Studies	Beliefs	Other Beliefs	Humanism
9SS03.03			51	4	chapter	Nepali painting	नेपाली चित्रकला	Social Studies	Arts	Visual Art	Drawing
9SS03.04			55	3	chapter	Nepali sculpture	नेपाली मूर्तिकला	Social Studies	Arts	Visual Art	Sculpture
9SS03.05			58	4	chapter	Nepali architecture	नेपाली वास्तुकला	Social Studies	Arts	Visual Art	Sculpture
9SS03.06			62	3	chapter	Religious tolerance and secularism	धार्मिक सहिष्णुता र धर्म निरपेक्षता	Social Studies	Beliefs	Religions	Other Religions
9SS03.07			65	2	chapter	Empathy and support	समानुभूति र सहयोग	Social Studies	Community	Social Organization	Mutal Help
9SS03.08			67	3	chapter	Peace culture	शान्ति संस्कृति	Social Studies	Community	Peace	Other Peace
9SS03.09			70	6	chapter	Our national identity	हाम्रा राष्ट्रिय विभूति	Social Studies	History	Other People	
9SS03.10			76	4	chapter	National personality	राष्ट्रिय व्यक्तित्व	Social Studies	History	Nepal	Famous Persons
9SS04.00			80	1	chapter	Social problems and solutions	सामाजिक समस्या र समाधान	Social Studies	Community	Social Organization	Girls and Women
9SS04.01			81	3	chapter	Identification of social problems	सामाजिक समस्याको पहिचान	Social Studies	Community	Social Organization	Problems
9SS04.02			84	3	chapter	Local organizations in social reform	सामाजिक सुधारमा स्थानीय सङ्घसंस्था	Social Studies	Community	Social Organization	Leaders
9SS04.03			87	4	chapter	The role of national organizations in social reform	सामाजिक सुधारमा राष्ट्रिय सङ्घसंस्थाको भूमिका	Social Studies	Community	Social Organization	Other Social Organization
9SS04.04			91	2	chapter	Fundamental practice of solving social problems	सामाजिक समस्या समाधानका मौलिक अभ्यास	Social Studies	Community	Social Organization	Other Social Organization
9SS05.00			93	1	chapter	Civic consciousness	नागरिक चेतना	Social Studies	History	Nepal	Rights and Duties
9SS05.01			94	2	chapter	Introduction to the Constitution	संविधानको परिचय	Social Studies	Community	Government	National
9SS05.02			96	3	chapter	Constitutional development	संवैधानिक विकासक्रम	Social Studies	Community	Government	National
9SS05.03			99	2	chapter	Constituent Assembly and current constitution	संविधान सभा र वर्तमान संविधान	Social Studies	Community	Government	National
9SS05.04			101	5	chapter	Fundamental rights	मौलिक हक	Social Studies	Issues	Civil Rights	Other Civil Rights
9SS05.05			106	4	chapter	Civic identity	नागरिक पहिचान	English	Context	Identity	
9SS05.06			110	3	chapter	Civic duty	नागरिक कर्तव्य	Social Studies	Issues	Human Rights	Other Human Rights
9SS05.07			113	3	chapter	Good governance	सुशासन	Social Studies	History	Government	National
